SK_ID_CURR,POS_SK_DPD_DEF_SUM,CC_DRAWING_LIMIT_RATIO_MAX,INSTAL_PAYMENT_RATIO_MEAN,POS_REMAINING_INSTALMENTS,CC_LAST_AMT_BALANCE_MEAN,CC_PAYMENT_DIV_MIN_MIN,CC_LATE_PAYMENT_VAR,NEW_DOC_KURT,PREV_SK_ID_PREV_NUNIQUE,EMERGENCYSTATE_MODE_nan,REFUSED_AMT_GOODS_PRICE_MAX,ORGANIZATION_TYPE_Industry_type_5,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,CC_CNT_DRAWINGS_POS_CURRENT_SUM,APPROVED_AMT_GOODS_PRICE_MAX,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,APPROVED_AMT_ANNUITY_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,BURO_AMT_CREDIT_SUM_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,ACTIVE_DAYS_CREDIT_VAR,ACTIVE_MONTHS_BALANCE_MAX_MAX,NAME_EDUCATION_TYPE_Higher_education,CC_CNT_DRAWINGS_POS_CURRENT_VAR,PREV_APP_CREDIT_PERC_MIN,REGION_RATING_CLIENT_W_CITY,NAME_HOUSING_TYPE_House_apartment,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MEAN,ANNUITY_INCOME_PERC,ORGANIZATION_TYPE_Services,FLAG_DOCUMENT_8,WALLSMATERIAL_MODE_Panel,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Military,APARTMENTS_AVG,ELEVATORS_AVG,ORGANIZATION_TYPE_School,INSTAL_DPD_MEAN,INSTAL_DBD_SUM,DAYS_BIRTH,INSTAL_DPD_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,OCCUPATION_TYPE_High_skill_tech_staff,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,POS_SK_DPD_DEF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_SUM,PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,CC_CNT_DRAWINGS_POS_CURRENT_MIN,ACTIVE_AMT_CREDIT_SUM_MEAN,OCCUPATION_TYPE_Private_service_staff,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,BURO_AMT_CREDIT_SUM_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,INSTAL_AMT_PAYMENT_SUM,PREV_NAME_PRODUCT_TYPE_nan_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,OCCUPATION_TYPE_HR_staff,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,CC_AMT_DRAWINGS_POS_CURRENT_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,FLOORSMAX_MODE,ELEVATORS_MEDI,Sexe,INSTAL_DBD_MEAN,ORGANIZATION_TYPE_Advertising,EXT_SOURCE_3,FLAG_DOCUMENT_20,OCCUPATION_TYPE_Managers,Propriétaire,EMERGENCYSTATE_MODE_Yes,POS_COUNT,LIVINGAREA_MODE,Somme des crédits,INCOME_PER_PERSON,EMERGENCYSTATE_MODE_No,ORGANIZATION_TYPE_Police,FLAG_WORK_PHONE,LANDAREA_MEDI,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Telecom,WALLSMATERIAL_MODE_Block,ORGANIZATION_TYPE_Housing,FLAG_CONT_MOBILE,FLAG_EMAIL,WALLSMATERIAL_MODE_Monolithic,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLOORSMAX_MEDI,ORGANIZATION_TYPE_Electricity,REGION_RATING_CLIENT,DAYS_ID_PUBLISH,TOTALAREA_MODE,WALLSMATERIAL_MODE_Mixed,EXT_SOURCE_1,FLAG_DOCUMENT_16,YEARS_BEGINEXPLUATATION_MODE,INSTAL_COUNT,ORGANIZATION_TYPE_Realtor,FLAG_DOCUMENT_6,FLAG_DOCUMENT_3,FLOORSMAX_AVG,OCCUPATION_TYPE_Laborers,APARTMENTS_MODE,ORGANIZATION_TYPE_Security,Revenus totaux,ENTRANCES_AVG,PAYMENT_RATE,FLAG_DOCUMENT_17,FLAG_OWN_CAR,FLAG_DOCUMENT_19,ORGANIZATION_TYPE_Mobile,INSTAL_DBD_MAX,LANDAREA_MODE,DAYS_EMPLOYED_PERC,Taux d’endettement,LIVINGAREA_AVG,ORGANIZATION_TYPE_Postal,BASEMENTAREA_AVG,ORGANIZATION_TYPE_Insurance,OCCUPATION_TYPE_Accountants,BURO_CREDIT_TYPE_Microloan_MEAN,NONLIVINGAREA_MEDI,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INS_24M_AMT_BALANCE_MAX,ORGANIZATION_TYPE_Agriculture,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,PREV_NAME_TYPE_SUITE_Other_B_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,NONLIVINGAREA_AVG,FLAG_DOCUMENT_11,CC_CNT_DRAWINGS_CURRENT_MIN,EXT_SOURCE_2,NONLIVINGAREA_MODE,Revenus annuels,BURO_CREDIT_TYPE_Mortgage_MEAN,APPROVED_CNT_PAYMENT_MEAN,FLAG_DOCUMENT_7,FLAG_DOCUMENT_18,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ORGANIZATION_TYPE_Construction,INSTAL_AMT_PAYMENT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN
144510,0.0,0.7333333333333333,1.0,0.0,0.0,0.0,0.010414,20.0,6.0,0,417968.3890936833,0,253440.0,1.0,101250.0,0.1666,9450.18,0.3,0.0,450000.0,6.0,376656.34,-0.943804806649329,1,0.01053,0.0,1,1,0.0,-1689.0,0.1962,0,1,1,0,0,0.3496,0.4,0,0.04614,336.0,-12202,6.0,409.5,0,105090240.0,16020.0,0.0,0.1666,0.0,0.0,873.0,50625.0,2054338.4,0.0,1.144,2852.1135,-177.4,-10.0,0.0,0.0,105000.0,0,0.0,205433.84,0.0,0.0,370774.75,0.0,0.0632,0,0.0,0.0,0.0,0.0,0.6665,0.4,0,2.584,0,0.537,0,0,0,0,21.0,0.3953,463500.0,112500.0,1,0,0,0.0671693582990441,0,0,0,0,0,1,0,0,0.0725,0,0,0.6665,0,1,-801,0.2983,0,0.5021297448669201,0,0.9873,130.0,0,0,0,0.6665,0,0.3562,0,225000.0,0.1724,0.0952,0,1,0,0,37.0,0.0649583294641284,0.1505,0.4854,0.3794,0,0.1423,0,0,0.0,0.0282362896965035,2.0,133741.39,0,0.0,0.0,0.0,0.0,0.0,0.0283581156086978,0,0.0,0.7397,0.0270226124054067,44136.0,0.0,4.332,0,0,0.0,0,37.53,45.5
148341,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,1.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,75496.5,1.0,10453.23,0.6665,0.0,4497750.0,9.505229848685346,72.0,0.0,0,17.97477650002471,0.9775,2,1,0.0,-548.0,0.1422,0,0,0,0,0,0.0495,0.0,0,0.0,93.0,-10229,0.0,4453240.5,0,1646746457.5782156,3188.0,0.029375204448806,0.0,611.3762546342903,0.0,1093.0,4500.0,5361750.0,0.0,0.9775,11549.805,-25.0,-285.0,0.0,0.1649656526005888,2343375.0,0,0.0072547683840366,1787250.0,5.60107948969578,9006.376698843564,103948.24,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,5242.460313081916,0.125,0.0,0,10.336,0,0.1048,0,0,0,0,10.0,0.0407,595903.5,202500.0,1,0,0,0.0437,0,0,0,0,0,1,0,0,0.02516,0,0,0.125,0,2,-2025,0.0314,0,0.2042,0,0.9736,9.0,0,0,1,0.125,0,0.0504,0,202500.0,0.1034,0.0483,0,0,0,0,16.0,0.044,0.167,0.3398,0.0391,0,0.0,0,0,0.0,0.0,2.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.1799,0.0,28795.5,0.3333,10.0,0,0,2529.0669505879623,0,10453.23,1540089.0
165320,0.0,0.5221813854638789,1.0,21.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,2.0,1,90000.0,0,283534.56766085955,16.38726195270698,90000.0,0.0,7542.9,0.75,1.0,728640.0,9.505229848685346,21907.0,-0.943804806649329,0,17.97477650002471,0.8584,3,1,0.0,-310.0,0.303,0,0,0,0,0,0.117444530063521,0.078943828682041,0,0.0,71.0,-22632,0.0,186300.0,0,1646746457.5782156,1219.0,0.029375204448806,0.0,611.3762546342903,0.0,881.0,11681.032200387426,1354798.2,0.0,0.871,7542.9,-13.0,-15.0,0.0,0.1649656526005888,383965.5,0,0.0072547683840366,338699.56,5.60107948969578,9006.376698843564,75429.0,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,2235.06,0.2223140354851864,0.0780800189393939,0,7.1,0,0.5337,0,0,0,0,10.0,0.1059763732640362,512064.0,39375.0,0,0,0,0.0671693582990441,0,0,0,0,0,1,0,0,0.007305,0,0,0.2258957446257613,0,3,-830,0.1025482209761372,0,0.8433,0,0.9770433955555552,10.0,0,1,0,0.2262813091069151,0,0.1142301493601679,0,78750.0,0.1497554850372349,0.0466,0,1,0,0,9.0,0.0649583294641284,0.1568602451780813,0.1538,0.1074008083208733,0,0.0884424602552444,0,0,0.0,0.0282362896965035,1.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0283581156086978,0,0.1009723261032161,0.605,0.0270226124054067,23868.0,0.0,30.0,0,0,2529.0669505879623,0,7542.9,62100.0
167951,2.0,0.5221813854638789,0.686046511627907,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,14.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,1237500.0,0.0,80107.516,0.2727,0.0,4495500.0,9.505229848685346,26356.334,0.0,0,17.97477650002471,0.9453,2,0,0.0,-944.5,0.1633,0,1,0,0,0,0.0309,0.0,0,0.186,1073.0,-11650,6.0,4370922.0,0,1646746457.5782156,1053.0,0.029375204448806,0.0,611.3762546342903,0.05884,410.0,0.0,8065111.5,0.0,0.982,75993.67,-22.0,-349.0,0.1428,0.1649656526005888,2205975.0,0,0.0072547683840366,733191.94,5.60107948969578,9006.376698843564,3267727.8,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,0.0,0.1667,0.0,1,24.95,0,0.3425,0,0,1,0,34.0,0.0177,675000.0,75000.0,1,0,1,0.0,0,0,0,0,0,1,0,0,0.00667,0,0,0.1667,0,2,-4255,0.0236,1,0.635,0,0.987,43.0,0,0,0,0.1667,0,0.0315,0,225000.0,0.069,0.05444,0,1,0,0,138.0,0.0,0.1871,0.3333,0.017,0,0.0,0,0,0.0,0.0093,19.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0092,0,0.1009723261032161,0.563,0.0097,36747.0,0.0,16.0,0,0,0.0,0,1908.9,601823.7
169317,0.0,0.5221813854638789,0.8333333333333334,4.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,1.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,433525.5,0.0,35004.51,1.0,0.0,900000.0,9.505229848685346,307210.4549943104,-19.0,1,17.97477650002471,1.25,2,1,9328.382810397114,-262.0,0.05515,0,0,1,0,0,0.0722,0.0,0,0.1111,106.0,-11524,1.0,639899.906877831,0,1646746457.5782156,991.0,0.029375204448806,0.0,611.3762546342903,0.0,991.0,86706.0,900000.0,0.0,1.25,45548.67,-10.0,-22.0,0.0,0.1649656526005888,900000.0,0,0.0072547683840366,900000.0,5.60107948969578,9006.376698843564,409938.03,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,25443.0,0.1667,0.0,1,11.78,0,0.5108555343995522,0,0,0,0,8.0,0.0695,152820.0,105000.0,1,0,0,0.0544,0,0,0,0,0,1,1,0,0.00933,0,0,0.1667,0,2,-1328,0.0575,0,0.779,0,0.9814,9.0,0,0,1,0.1667,0,0.0735,0,315000.0,0.138,0.11365,0,1,0,0,31.0,0.0547,0.1418,2.06,0.0667,0,0.0633,0,0,0.0,0.0,3.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.5713,0.0,17370.0,0.0,12.0,0,0,25443.0,0,24114.375,160390.36399330836
173302,0.0,0.42,1.0,0.0,77387.17,0.5837832747363134,0.0,20.0,12.0,0,337500.0,0,89226.45,15.0,337500.0,0.0833,17002.71,0.4443,0.0,337500.0,5.0,569648.7,0.0,0,9.48,0.829,2,1,0.0,-872.5,0.2141,0,0,0,0,0,0.0598,0.0,0,0.26,268.0,-14984,6.0,326155.5,0,235941420.0,2398.0,0.0,0.0,0.0,0.0,-345.0,5170.5,1646759.1,0.0833,1.276,10610.627,-427.2,-38.0,0.25,0.0,214875.0,0,0.0,182973.23,0.0,0.0,530531.3,0.0,0.7144,0,0.0,0.0,0.0,0.0,0.0833,0.0,1,5.36,0,0.604,0,0,0,0,121.0,0.0319,646776.0,101250.0,1,0,0,0.0984,0,1,0,1,0,1,1,0,0.01003,0,0,0.125,0,2,-4512,0.034,0,0.8145,0,0.973,50.0,0,0,1,0.125,0,0.0378,0,202500.0,0.1207,0.067,0,0,0,0,34.0,0.071,0.0337,0.313,0.0471,0,0.0705,0,0,0.0,0.0,3.0,86785.74,0,1673.73,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4365,0.0,43353.0,0.0,5.715,0,0,0.0,0,0.045,145900.12
178289,11.0,0.0,0.9716981132075472,0.0,53512.56,0.0174,0.0,20.0,8.0,1,417968.3890936833,0,358144.38,121.0,450000.0,0.0,22500.0,0.0,0.0,225000.0,0.0,307210.4549943104,-0.943804806649329,1,30.8,0.784,1,0,0.0,-1661.0,0.09534,0,0,0,0,0,0.117444530063521,0.078943828682041,0,0.368,556.0,-19017,7.0,639899.906877831,0,0.0,2480.9117749704587,0.0,0.0,0.0,0.1617,1011.9177786744292,0.0,562500.0,0.0,0.89,14920.544,-132.1978645329158,-6.0,0.25,0.0,564077.9119359549,0,0.0,140625.0,0.0,0.0,1581577.6,0.0,0.0,0,0.0,0.0,0.0,5242.460313081916,0.2223140354851864,0.0780800189393939,1,5.246,0,0.659,0,0,1,0,68.0,0.1059763732640362,552555.0,135000.0,0,0,0,0.0671693582990441,0,0,0,0,0,1,1,0,0.01166,0,0,0.2258957446257613,0,1,-2558,0.1025482209761372,0,0.5021297448669201,0,0.9770433955555552,106.0,0,0,1,0.2262813091069151,1,0.1142301493601679,0,270000.0,0.1497554850372349,0.04657,0,0,0,0,35.0,0.0649583294641284,0.2251,0.4885,0.1074008083208733,0,0.0884424602552444,0,0,0.0,0.0282362896965035,6.0,64907.504,0,0.0,0.0,0.0,0.0,0.0,0.0283581156086978,0,0.0,0.5083,0.0270226124054067,25735.5,0.0,12.0,0,0,2529.0669505879623,0,18.405,0.0
181895,0.0,0.5221813854638789,0.9659090909090908,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,8.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,210915.0,0.875,16075.665,1.0,0.125,474300.0,9.505229848685346,287729.34,-0.943804806649329,1,17.97477650002471,0.9346,2,1,9328.382810397114,-1254.0,0.1489,0,0,1,0,0,0.1031,0.0,0,0.0,1442.0,-15118,0.0,383440.5,0,1646746457.5782156,548.0,0.029375204448806,0.0,611.3762546342903,0.0,-155.0,4500.0,789300.0,0.0,1.002,16016.85,-399.2,-328.0,0.5,0.1649656526005888,263100.0,0,0.0072547683840366,263100.0,5.60107948969578,9006.376698843564,704741.4,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,5242.460313081916,0.1667,0.0,0,32.78,0,0.553,0,0,0,0,49.0,0.0622,1256400.0,82500.0,1,0,0,0.0,0,0,0,0,0,1,0,0,0.01968,0,0,0.1667,0,2,-4305,0.0698,0,0.5021297448669201,0,0.9805,44.0,0,0,1,0.1667,0,0.105,0,247500.0,0.1724,0.02934,0,0,0,0,93.0,0.0,0.1128,0.197,0.0597,0,0.1162,0,0,0.0,0.1074,4.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.1051,0,0.1009723261032161,0.6636,0.1113,36864.0,0.0,12.664,0,0,2529.0669505879623,0,3061.035,203923.5
182707,17.223788086608923,1.0,1.0,6.209995888598288,43343.73,1.0,0.0,20.0,1.0,0,417968.3890936833,0,18230.22,13.0,45000.0,0.0,2250.0,0.4129496612343729,1.0,976009.539288032,3.0,307210.4549943104,-0.943804806649329,0,27.8,1.0,2,1,9328.382810397114,-185.0,0.1484,0,0,0,0,0,0.0165,0.0,0,0.3333,44.0,-7939,3.0,639899.906877831,0,405000000.0,2480.9117749704587,0.0,0.0,0.0,0.2148672281482453,1011.9177786744292,11681.032200387426,1955801.496612564,0.0,1.0,2525.58,-132.1978645329158,-18.0,1.0,0.0,564077.9119359549,0,0.0,378082.17957304366,0.0,0.0,22730.22,0.0,0.6,0,49.54532889082307,0.0,0.0,5242.460313081916,0.0417,0.0,1,4.89,0,0.5108555343995522,0,0,0,0,29.516146752856383,0.0151,107820.0,33750.0,1,0,1,0.032,0,0,0,0,0,1,1,0,0.0264,0,0,0.0417,0,2,-586,0.0114,0,0.596,0,0.979,9.0,0,0,1,0.0417,0,0.0168,0,67500.0,0.0345,0.0929,0,1,0,0,16.0,0.0322,0.08075,0.626,0.0145,0,0.0884424602552444,0,0,0.0042074935290679,0.0,1.0,43343.73,0,2250.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.377,0.0,10017.0,0.0142321479699111,0.0,0,0,2529.0669505879623,0,140.22,160390.36399330836
183257,0.0,0.5221813854638789,1.0,9.0,0.0,1.2942345560681308,0.0,20.0,14.0,0,49500.0,0,0.0,0.0,168493.5,0.2142,20448.314,0.2727,0.2142,907605.0,0.0,69808.336,-0.943804806649329,0,17.97477650002471,0.0,2,1,0.0,-962.5,0.04593,0,0,0,0,0,0.1227,0.078943828682041,0,0.319,501.0,-16338,8.0,93249.0,0,1646746457.5782156,177.0,0.029375204448806,0.0714,611.3762546342903,0.0,71.0,0.0,1948756.5,0.0,0.8125,7470.0093,-11.664,-25.0,0.5,0.1649656526005888,76950.0,0,0.0072547683840366,177159.69,5.60107948969578,0.0,702180.9,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,0.0,0.1667,0.0780800189393939,0,5.33,0,0.5156,0,0,0,0,98.0,0.1059763732640362,50940.0,22500.0,1,0,0,0.043,0,0,0,0,0,1,0,0,0.01884,0,0,0.1667,0,2,-4509,0.0897,0,0.5021297448669201,0,0.98,94.0,0,0,1,0.1667,1,0.125,0,112500.0,0.276,0.10144,0,1,0,0,29.0,0.0433,0.2174,2.209,0.1074008083208733,0,0.0884424602552444,0,0,0.0,0.0282362896965035,2.0,0.0,0,0.0,0.0,0.0,643.2251990022899,0.0,0.0283581156086978,0,0.0,0.4253,0.0270226124054067,5166.0,0.0,9.09,0,0,0.0,0,20.79,10074.272
186057,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,18.0,0,1350000.0,0,283534.56766085955,16.38726195270698,133515.0,0.05554,11660.85,0.238,0.0,474300.0,9.505229848685346,1052093.5,-0.943804806649329,1,17.97477650002471,0.8633,3,1,0.0,-1400.0,0.531,0,0,0,0,0,0.0619,0.0,0,0.0,448.0,-11806,0.0,105759.0,0,1646746457.5782156,5976.0,0.029375204448806,0.0,611.3762546342903,0.0,-1719.0,20250.0,2355394.2,0.0,0.9404,12116.705,-349.5,-569.0,0.2222,0.1649656526005888,161775.0,0,0.0072547683840366,112161.625,5.60107948969578,9006.376698843564,472551.47,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,471.5,0.1667,0.0,1,11.484,0,0.546,0,0,1,0,44.0,0.0385,582768.0,56250.0,1,0,0,0.0199,0,0,0,0,0,1,0,0,0.003069,0,0,0.1667,0,3,-3847,0.0421,0,0.5021297448669201,0,0.979,39.0,0,0,1,0.1667,0,0.063,0,112500.0,0.138,0.1025,0,0,0,0,23.0,0.02,0.01152,0.193,0.0369,0,0.0694,0,0,0.0,0.0,2.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.655,0.0,59715.0,0.0,13.0,0,0,0.0,0,4500.99,11289.429
186504,0.0,0.0,0.9210526315789472,17.0,0.0,20.008233841086867,0.0,20.0,7.0,0,158386.5,0,109485.0,1.0,266868.0,0.2856,25349.31,0.0,0.0,292500.0,0.0,307210.4549943104,-0.943804806649329,1,0.2,0.91,2,1,0.0,-444.2,0.10876,0,0,1,0,0,0.1183,0.0,0,0.0,639.0,-10771,0.0,639899.906877831,0,0.0,2480.9117749704587,0.0,0.0,0.0,0.0,1011.9177786744292,27000.0,644031.0,0.0,1.0205,17944.67,-132.1978645329158,-7.0,0.857,0.0,564077.9119359549,0,0.0,161007.75,0.0,0.0,681897.44,0.0,0.0,0,0.0,0.0,0.0,5242.460313081916,0.1667,0.0,1,16.81,0,0.5444,0,1,1,0,36.0,0.0988,382500.0,57000.0,1,0,1,0.0234,0,0,0,0,0,1,0,0,0.00933,0,0,0.1667,1,2,-1817,0.0814,0,0.5021297448669201,0,0.9775,38.0,0,0,1,0.1667,0,0.1261,0,171000.0,0.1982,0.04865,0,1,0,0,34.0,0.0199,0.2468,0.447,0.1099,0,0.0424,0,0,0.0,0.0022,3.0,109305.0,0,0.0,0.0,0.0,0.0,0.0,0.0021,0,0.0,0.7227,0.0,18603.0,0.0,10.0,0,0,2529.0669505879623,0,45.0,0.0
189681,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,2.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,185760.0,0.5,20220.3,0.5,0.0,11716200.0,9.505229848685346,307210.4549943104,0.0,1,17.97477650002471,1.25,1,1,0.0,-1058.0,0.1459,0,1,1,0,0,0.1082,0.12,0,0.0,159.0,-13718,0.0,11687962.0,0,1646746457.5782156,7184.0,0.029375204448806,0.0,611.3762546342903,0.0,7184.0,90000.0,11773526.0,0.0,1.549,34544.65,-25.0,-137.0,0.5,0.1649656526005888,11716200.0,0,0.0072547683840366,5886763.0,5.60107948969578,9006.376698843564,241812.55,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,0.0,0.3333,0.12,0,22.72,0,0.3623,0,0,1,0,9.0,0.1393,900000.0,157500.0,1,0,0,0.0388,0,0,0,0,0,1,0,0,0.0207,0,0,0.3333,0,3,-3786,0.1245,0,0.5021297448669201,0,0.986,7.0,0,0,0,0.3333,0,0.1103,0,315000.0,0.1034,0.05106,0,0,0,0,42.0,0.039,0.2456,0.35,0.1337,0,0.1042,0,0,0.0,0.0,2.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.2673,0.0,45954.0,0.5,9.0,0,0,2529.0669505879623,0,12146.4,5843981.0
189838,0.0,0.7875,1.0,0.0,0.0,0.625,0.03123,20.0,1.0,0,417968.3890936833,0,888433.44,0.0,630000.0,0.0,26828.64,0.125,1.0,2655000.0,27.0,307210.4549943104,-0.943804806649329,0,0.0,0.9067,3,1,0.0,-404.0,0.3162,0,0,0,0,0,0.1017,0.1464,0,0.591,618.0,-16916,23.0,639899.906877831,0,392976130.0,9220.0,0.0,1.0,0.0,0.0,9220.0,11681.032200387426,4570213.5,0.0,0.9067,19491.324,-88.0,-88.0,0.0,0.0,0.0,0,0.0,571276.7,0.0,0.0,1715236.5,0.0,0.2874,0,0.0,0.0,0.0,25.2,0.25,0.16,1,7.023,0,0.7207,0,0,1,0,12.0,0.0816,1288350.0,56250.0,1,0,0,0.0851,0,0,0,0,0,1,0,0,0.02025,0,0,0.2917,0,3,-467,0.0701,0,0.7915,0,0.99,88.0,0,0,1,0.3333,0,0.0683,0,112500.0,0.1493,0.0276,0,0,0,0,30.0,0.0766,0.3816,0.08734,0.1126,0,0.0948,0,0,0.0,0.0055,3.0,190035.86,0,0.0,0.0,0.0,0.0,0.0,0.0237,0,0.0,0.5386,0.0008,35559.0,0.125,36.0,0,0,108.0,0,450.0,0.0
194721,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,3.0,0,251550.0,0,283534.56766085955,16.38726195270698,377748.0,0.0,41778.0,0.2307,0.0,3411000.0,9.505229848685346,299324.34,-0.943804806649329,1,17.97477650002471,0.9478,1,1,0.0,-1115.0,0.138,0,0,1,0,0,0.0577,0.0,0,0.0,1585.0,-12604,0.0,830092.5,0,1646746457.5782156,335.8,0.029375204448806,0.0,611.3762546342903,0.0,35.0,50310.0,22669292.0,0.0,1.048,24817.06,-83.7,-583.0,1.0,0.1649656526005888,848520.0,0,0.0072547683840366,1743791.8,5.60107948969578,9006.376698843564,943048.3,0.0,0.5662371936702649,0,0.0,0.3333,606.1951618743867,11010.006,0.1667,0.0,1,41.72,0,0.537,0,0,0,0,43.0,0.0706,1575000.0,157500.0,1,0,0,0.0672,0,0,0,0,1,1,0,0,0.003542,0,0,0.1667,0,1,-4140,0.0611,0,0.4727,0,0.988,38.0,0,0,1,0.1667,0,0.0588,0,315000.0,0.138,0.02759,0,1,0,0,135.0,0.0675,0.2893,0.2,0.0677,0,0.0635,0,1,0.0,0.0064,2.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0063,0,0.1009723261032161,0.781,0.0067,43443.0,0.0,17.0,0,0,0.0,0,7591.32,175071.6
